	PMID	PT	OT	MH	SI	TI	GR
59	33172592	Journal Article;Review	O  NNLM;ARDS;Acute respiratory failure;COVID19;Intensive care;Pneumonia;SARSCoV2	*COVID19/diagnosis/epidemiology/physiopathology/therapy;COVID19 Nucleic Acid Testing/methods;COVID19 Vaccines;*Congresses as Topic;Global Health/statistics & numerical data;Humans;Immunization, Passive/methods;Immunotherapy/methods;*Intensive Care Units;Pandemics;Phenotype;*SARSCoV2;Symptom Assessment;Thromboembolism/prevention & control;Videoconferencing;Virus Internalization;DA 2020/12/29 06:00		Update in COVID-19 in the intensive care unit from the 2020 HELLENIC Athens 	
60	33519133	Journal Article	O  NNLM;Covid 19;Siddha strategy;accelerated recovery;synergistic effect	DA 2021/02/02 06:00		An Open Clinical Evaluation Of Selected Siddha Regimen In Expediting The Management 	
61	33310665	Controlled Clinical Trial;Journal Article	O  NNLM;COVID19;Oxygenozone therapy;Ozonated blood;Pneumonia;Time to clinical improvement	Aged;Aged, 80 and over;*Blood Transfusion, Autologous;COVID19/mortality/*therapy;Female;Humans;KaplanMeier Estimate;Male;Middle Aged;Ozone/*therapeutic use;*SARSCoV2;Treatment Outcome;DA 2021/01/23 06:00	ClinicalTrials.gov/NCT04444531	Ozone therapy for patients with COVID-19 pneumonia: Preliminary report of a 	
62	33558455	Journal Article;Review		DA 2021/02/10 06:00		Viral vector platforms within the gene therapy landscape.	R01NS07699101/U.S. Department of Health & Human Services | NIH | National Institute ;1P01AI10026301/Division of Intramural Research, National Institute of Allergy and ;4P01HL13147102/U.S. Department of Health & Human Services | NIH | National Heart, ;UG3 HL14736701/U.S. Department of Health & Human Services | NIH | National Heart, 
63	32840231	Journal Article;Review	O  NNLM;COVID19;Corona virus;Regenerative medicine;Severe infections;Treatment options	DA 2020/08/26 06:01		Emerging Treatment Options of Regenerative Medicine in Severe Corona Virus/COVID 19 	
64	32347144	Journal Article;Research Support, N.I.H., Extramural;Research Support, NonU.S. Gov't;Research Support, U.S. Gov't, NonP.H.S.;Review	O  NNLM;*COVID‐19;*SARS‐CoV‐2;*cardiovascular disease;*cardiovascular risk factors;*coronavirus disease 2019;*management;*treatment	*Betacoronavirus;COVID19;Cardiovascular Diseases/*epidemiology;Comorbidity;Coronavirus Infections/*epidemiology;Global Health;Humans;Incidence;*Pandemics;Pneumonia, Viral/*epidemiology;SARSCoV2;DA 2020/07/07 06:00		Current Perspectives on Coronavirus Disease 2019 and Cardiovascular Disease: A White 	K23 HL148528/HL/NHLBI NIH HHS/United States;PBPG121620028/Department of Health/United Kingdom;R01 HL108932/HL/NHLBI NIH HHS/United States;K12 CA133250/CA/NCI NIH HHS/United States
65	32979360	Journal Article;Review	O  NNLM;Cell therapy;Clinical trials;Coronavirus;Cytokine storm;Immunomodulatory effects	COVID19/*immunology/*therapy;Humans;Immunomodulation/*physiology;*Mesenchymal Stem Cell Transplantation;Mesenchymal Stem Cells/*immunology;SARSCoV2/*immunology;DA 2020/12/15 06:00		Mesenchymal stem cell therapies for COVID-19: Current status and mechanism of 	
66	32862111	Journal Article;Randomized Controlled Trial	O  NNLM;COVID19;Interferon β;Iran;SARSCOV2	Aged;Antiviral Agents/administration & dosage/adverse effects/*therapeutic use;Betacoronavirus;COVID19;Coronavirus Infections/*drug therapy/immunology;Drug Administration Schedule;Drug Therapy, Combination;Female;Humans;Injections, Subcutaneous;Interferon beta1b/administration & dosage/adverse effects/*therapeutic use;KaplanMeier Estimate;Male;Methylprednisolone/administration & dosage/therapeutic use;Middle Aged;Pandemics;Pneumonia, Viral/*drug therapy/immunology;SARSCoV2;Severity of Illness Index;Treatment Outcome;DA 2020/11/24 06:00		Interferon β-1b in treatment of severe COVID-19: A randomized clinical trial.	
67	32895254	Case Reports;Journal Article	O  NNLM;infection (neurology);infections	Adult;*Betacoronavirus;COVID19;Coronavirus Infections/*complications;Humans;Immunoglobulins, Intravenous/*therapeutic use;Immunologic Factors/*therapeutic use;Male;Meningoencephalitis/*drug therapy/*etiology;Pandemics;Pneumonia, Viral/*complications;SARSCoV2;Treatment Outcome;DA 2020/09/17 06:00		COVID-19-associated meningoencephalitis treated with intravenous immunoglobulin.	
68	32499154	Journal Article;Review	O  NNLM;*Human coronavirus;*SARSCoV2;*Structure;*Therapy;*Treatments;*Virus	Animals;Betacoronavirus/drug effects/physiology;COVID19;Clinical Trials as Topic;Coronavirus Infections/drug therapy/*epidemiology/*therapy;Genome, Viral;Global Health;HostPathogen Interactions;Humans;Ligands;Pandemics;Pneumonia, Viral/*epidemiology/*therapy;Risk;SARSCoV2;Virus Replication;DA 2020/09/29 06:00		Covid-19 Pandemic and Current Medical Interventions.	
69	33334457	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*COVID19;*China;*acute kidney injury;*incidence;*management	Acute Kidney Injury/epidemiology/*virology;COVID19/*complications/epidemiology;China/epidemiology;Humans;Incidence;Pandemics;Prognosis;Risk Factors;SARSCoV2;DA 2020/12/31 06:00		Acute Kidney Injury in COVID-19: The Chinese Experience.	
70	32423024	Journal Article;Review	O  NNLM;ACE2;COVID19;SARSCoV2;TMPRSS2;baricitinib;chloroquine;favipiravir;interferons;lopinavir;remdesivir	DA 2020/05/20 06:01		The Rationale for Potential Pharmacotherapy of COVID-19.	
71	32433342	Journal Article;Review		Anticoagulants/therapeutic use;Antiviral Agents/therapeutic use;*Betacoronavirus;COVID19;Cardiovascular Diseases/*etiology;Coronavirus Infections/*complications/*drug therapy;Humans;Hydroxychloroquine/therapeutic use;HydroxymethylglutarylCoA Reductase Inhibitors/therapeutic use;Pandemics;Pneumonia, Viral/*complications/*drug therapy;SARSCoV2;DA 2020/09/01 06:00		Cardiovascular manifestation and treatment in COVID-19.	
72	33389724	Journal Article;Review	O  NNLM;Antiviral;COVID19;Drug repurposing;SARSCoV2;Target proteins	DA 2021/01/04 06:00		SARS-CoV-2 therapeutics: how far do we stand from a remedy?	
73	33530467	Journal Article;Review	O  NNLM;COVID19;SARSCoV2;clinical trials;drug repurposing;in silico;in vitro;in vivo;multitargeting;natural products	*Antiviral Agents/chemistry/therapeutic use;COVID19/*drug therapy/epidemiology/metabolism;*Drug Delivery Systems;Humans;Pandemics;*SARSCoV2/chemistry/metabolism;DA 2021/02/09 06:00		Current Updates on Naturally Occurring Compounds Recognizing SARS-CoV-2 Druggable 	
74	33412163	Research Support, NonU.S. Gov't	O  NNLM;*COVID19;*gender;*sex;*transplantation	COVID19/diagnosis/immunology/*mortality/therapy;Clinical Trials as Topic/standards;Comorbidity;Female;Humans;Kidney Failure, Chronic/complications/*immunology/mortality/therapy;Kidney Transplantation/*adverse effects;Male;Observational Studies as Topic/standards;Practice Guidelines as Topic;Renal Dialysis/adverse effects;Research Design/standards;Risk Factors;SARSCoV2/*immunology/isolation & purification/pathogenicity;Severity of Illness Index;Survival Rate;DA 2021/03/09 06:00		Sex matters: COVID-19 in kidney transplantation.	
75	32459832	Journal Article	O  NNLM;*COVID19;*SARSCoV2;*clinical trial;*ethics;*pediatrics	Adolescent;*COVID19/drug therapy/therapy;Child;*Clinical Trials as Topic;*Coronavirus Infections;Humans;Immunization, Passive;SARSCoV2;United States;DA 2021/01/28 06:00		Importance of Pediatric Inclusion in COVID-19 Therapeutic Trials.	
76	32923119	Editorial		Ambulatory Care;COVID19/*prevention & control;*Delivery of Health Care;*Hospitalization;Humans;Neoplasms/*therapy;*Oncology Service, Hospital;*Telemedicine;Time Factors;TimetoTreatment;DA 2020/09/15 06:01		COVID-19: a challenge for oncology services.	
77	32363221	Journal Article;Review	O  NNLM;Betacoronavirus;COVID19;Coronavirus;SARSCoV1;SARSCoV2;Wuhan	DA 2020/05/05 06:01		An overview of coronaviruses including the SARS-2 coronavirus - Molecular biology, 	
78	33212828	Journal Article	O  NNLM;COVID19;SARSCoV2;child;neoplasm	DA 2020/11/21 06:01		Impact of the First Wave of COVID-19 on Pediatric Oncology and Hematology: A Report 	AAP flash Covid19/Agence Nationale de la Recherche/
79	32342676	Journal Article;Review	O  NNLM;Antiviral;COVID19;SARSCoV2;Treatment	DA 2020/04/29 06:01		Interim Guidelines on Antiviral Therapy for COVID-19.	
80	33457170	Journal Article;Review	O  NNLM;Antivirals;COVID19;Drugs and COVID19;Nanothenology against COVID19;Natural products against COVID19;Vaccines against COVID19	DA 2021/01/19 06:01		Recent biotechnological advances as potential intervention strategies against 	
81	32918656	Journal Article;Review	O  NNLM;*COVID19;*Cardiovascular therapy;*Drug interactions;*Lopinavirritonavir;*SARSCoV2	Anticoagulants/therapeutic use;COVID19/*drug therapy;Drug Interactions;Drug Therapy, Combination;Heart Diseases/*drug therapy;Humans;Hypolipidemic Agents/therapeutic use;Lopinavir/*administration & dosage;Platelet Aggregation Inhibitors/therapeutic use;Ritonavir/*administration & dosage;*SARSCoV2;DA 2021/05/18 06:00		Lopinavir-Ritonavir in SARS-CoV-2 Infection and Drug-Drug Interactions with 	
82	33476760	Journal Article;Review	O  NNLM;Antivirals;COVID19;Clinical trials;Immunomodulators;Prevention;SARSCoV2;Vaccines	Antiviral Agents/therapeutic use;COVID19/*prevention & control;*Clinical Trials as Topic;*Drug Development;*Drug Repositioning;Humans;Immunologic Factors/therapeutic use;SARSCoV2;Vaccines/therapeutic use;DA 2021/04/24 06:00		Pharmacological strategies to prevent SARS-CoV-2 infection and treat the early 	
83	33416095	Journal Article	O  NNLM;*SARS‑CoV2, COVID‑19, immune response, targeted drug delivery, prevention and 	DA 2021/01/09 06:00		An integrative look at SARS‑CoV‑2 (Review).	
84	32878641	Journal Article;Review	O  NNLM;COVID19;Immunotherapeutics;SARSCoV2;Therapeutics;Vaccines	Antiviral Agents/*therapeutic use;Betacoronavirus;China/epidemiology;Coronavirus/*immunology;Coronavirus Infections/*drug therapy/epidemiology/*prevention & control;Humans;Pandemics/*prevention & control;SARSCoV2;Severe Acute Respiratory Syndrome/*drug therapy/epidemiology;Vaccines/*therapeutic use;DA 2020/09/10 06:00		SARS-CoV-2/COVID-19 and advances in developing potential therapeutics and vaccines 	
85	32492354	Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, N.I.H., Extramural	O  NNLM;*ARDS;*COVID19;*ORCHID;*SARSCoV2;*hydroxychloroquine	Adult;Antimalarials/administration & dosage;*Betacoronavirus;COVID19;Coronavirus Infections/*drug therapy/epidemiology;DoseResponse Relationship, Drug;Hospitalization/trends;Humans;Hydroxychloroquine/*administration & dosage;*Pandemics;Pneumonia, Viral/*drug therapy/epidemiology;SARSCoV2;SingleBlind Method;Treatment Outcome;DA 2020/09/22 06:00	ClinicalTrials.gov/NCT04332991	Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of 	U01 HL123018/HL/NHLBI NIH HHS/United States;U01 HL123031/HL/NHLBI NIH HHS/United States;K23 HL143053/HL/NHLBI NIH HHS/United States;U01 HL123020/HL/NHLBI NIH HHS/United States;U01 HL122989/HL/NHLBI NIH HHS/United States;U01 HL123009/HL/NHLBI NIH HHS/United States;U01 HL123004/HL/NHLBI NIH HHS/United States;U01 HL123008/HL/NHLBI NIH HHS/United States;U01 HL123022/HL/NHLBI NIH HHS/United States;U01 HL123023/HL/NHLBI NIH HHS/United States;U01 HL123027/HL/NHLBI NIH HHS/United States;K12 HL133117/HL/NHLBI NIH HHS/United States;U01 HL122998/HL/NHLBI NIH HHS/United States;UL1 TR002243/TR/NCATS NIH HHS/United States;U01 HL123033/HL/NHLBI NIH HHS/United States;U01 HL123010/HL/NHLBI NIH HHS/United States;R01 HL144624/HL/NHLBI NIH HHS/United States;K23 HL153584/HL/NHLBI NIH HHS/United States
86	32911430	Journal Article	O  NNLM;*COVID19;*IL6;*SARSCoV2;*Vitamin C;*drug discovery	Animals;Ascorbic Acid/pharmacology/*therapeutic use;COVID19/*drug therapy/*prevention & control;Coronavirus;Female;Humans;Interleukin6/metabolism;Male;Pandemics;SARSCoV2;Vitamins/pharmacology/*therapeutic use;DA 2020/12/15 06:00		Vitamin C as prophylaxis and adjunctive medical treatment for COVID-19?	
87	33549625	Comment;Letter		Amides;*COVID19;Humans;Imatinib Mesylate/therapeutic use;Pyrazines;SARSCoV2;Treatment Outcome;DA 2021/05/01 06:00		Early clinical experience with imatinib in COVID-19: Searching for a dual effect.	
88	33555378	Journal Article	O  NNLM;COVID19;Dexamethasone;Drug repositioning/repurposing;Favipiravir;Molecular targets;Remdesivir;Ribavarin	DA 2021/02/09 06:00		COVID-19: molecular pathophysiology, genetic evolution and prospective 	
89	32534189	Journal Article;Review	O  NNLM;Azithromycin;COVID19;Hydroxychloroquine;Macrolides	Antiviral Agents/administration & dosage/adverse effects/therapeutic use;Azithromycin/administration & dosage/adverse effects/*therapeutic use;Betacoronavirus/*isolation & purification;COVID19;Coronavirus Infections/*drug therapy/*pathology/virology;Drug Therapy, Combination;Humans;Hydroxychloroquine/administration & dosage/adverse effects/therapeutic use;Immunologic Factors/administration & dosage/adverse effects/therapeutic use;Long QT Syndrome/chemically induced;Pandemics;Pneumonia, Viral/*drug therapy/*pathology/virology;SARSCoV2;DA 2020/08/22 06:00		Macrolides and viral infections: focus on azithromycin in COVID-19 pathology.	
90	33014984	Journal Article;Review	O  NNLM;*COVID19;*Iran;*SARSCoV2;*antiviral therapy;*infection prevention and control;*public health	*COVID19;Clinical Protocols;Humans;Iran/epidemiology;Retrospective Studies;SARSCoV2;DA 2020/10/06 06:01		Iran's Approach to COVID-19: Evolving Treatment Protocols and Ongoing Clinical 	
91	33545499	Journal Article;Observational Study	O  NNLM;*COVID19;*CPAP;*Mortality;*Pneumonia;*Respiratory failure;*Treatment	Adult;Aged;Anticoagulants/therapeutic use;Antiviral Agents/therapeutic use;COVID19/complications/mortality/*therapy;Female;Hospital Mortality;*Hospitalization;Humans;Italy;Length of Stay;Male;Middle Aged;Prospective Studies;*Respiratory Therapy;Seasons;Survival Rate;DA 2021/03/11 06:00		Characteristics and outcomes in hospitalized COVID-19 patients during the first 28 	
92	32397684	Journal Article;Review	O  NNLM;COVID19;SARSCoV2;acute respiratory syndrome;anticytokine antibodies;human immunoglobulin for intravenous use;immune system targeting in COVID19;inflammation	Antiviral Agents/*therapeutic use;Betacoronavirus/physiology;COVID19;Coronavirus Infections/*immunology/pathology/*therapy;Cytokine Release Syndrome/immunology/pathology/therapy;Humans;*Immunotherapy;Inflammation/drug therapy/immunology/therapy;Pandemics;Pneumonia, Viral/*immunology/pathology/*therapy;SARSCoV2;DA 2020/05/15 06:00		SARS-CoV-2 Inflammatory Syndrome. Clinical Features and Rationale for Immunological 	
93	32926272	Journal Article;Review	O  NNLM;*Angiotensinconverting enzyme 2;*COVID19;*Cardiovascular diseases;*SARSCoV2	AngiotensinConverting Enzyme 2/physiology;Antiviral Agents/adverse effects;COVID19/*complications/drug therapy/immunology;Cardiovascular Diseases/*complications;Cytokine Release Syndrome/etiology;Endothelial Cells/physiology;Humans;Hypertension/complications;Immunity, Innate;Myocardial Infarction/complications;*SARSCoV2;Sex Characteristics;Thrombophilia/etiology;DA 2021/05/18 06:00		Impact of COVID-19 on the Cardiovascular System: A Review of Available Reports.	
94	33161150	Journal Article;MetaAnalysis;Systematic Review	O  NNLM;COVID19;Metaanalysis;Mortality;Tocilizumab;Toxicity	Antibodies, Monoclonal, Humanized/*therapeutic use;COVID19/*drug therapy/mortality/therapy;Cytokine Release Syndrome/drug therapy/mortality/therapy;Humans;Observational Studies as Topic;Odds Ratio;Randomized Controlled Trials as Topic;Receptors, Interleukin6/antagonists & inhibitors;Respiration, Artificial/statistics & numerical data;SARSCoV2;Safety;DA 2021/02/26 06:00		Efficacy and safety of tocilizumab in COVID-19 patients: a living systematic review 	
95	32501454	Journal Article		DA 2020/06/06 06:01	ClinicalTrials.gov/NCT04318366	Interleukin-1 blockade with high-dose anakinra in patients with COVID-19, acute 	
96	33040064	Journal Article;Review	O  NNLM;COVID19;Endoscopy;Gastrointestinal tract;Inflammatory bowel disease;Liver;Management;Pancreas;Pathophysiology;Review	COVID19/*complications/epidemiology/virology;*Gastroenterologists;Gastrointestinal Diseases/drug therapy/*virology;Humans;Inflammatory Bowel Diseases/virology;SARSCoV2/physiology;Virus Internalization;DA 2021/04/07 06:00		COVID-19 and Gastrointestinal Disease: Implications for the Gastroenterologist.	
97	32947043	Journal Article;Review		DA 2020/09/19 06:00		Chloroquine against malaria, cancers and viral diseases.	
98	32293834	Journal Article;Review	O  NNLM;*Covid19;*SarsCoV2;*antiviral	Adenosine Monophosphate/analogs & derivatives;Alanine/analogs & derivatives;Amides;Antiviral Agents/*therapeutic use;Betacoronavirus;COVID19;Chloroquine;Coronavirus Infections/*drug therapy;Drug Combinations;Humans;Hydroxychloroquine;Ivermectin;Lopinavir;Pandemics;Pneumonia, Viral/*drug therapy;Pyrazines;Ritonavir;SARSCoV2;Thiazoles;DA 2020/04/23 06:00		Antiviral treatment of COVID-19.	
99	32577684	Preprint	O  NNLM;COVID19;SARSCoV2;interleukin6;tocilizumab	DA 2020/06/25 06:01		Tocilizumab for treatment of mechanically ventilated patients with COVID-19.	
100	33156812	Journal Article	O  NNLM;Brazil;COVID19;SARSCoV2;chronic disease;cohort;immunemediated rheumatic diseases;immunology;infection rate;inflammatory;morbidity;mortality;prospective study;registry	DA 2020/11/07 06:01		A Brazilian Cohort of Patients With Immuno-Mediated Chronic Inflammatory Diseases 	
